index,resp,emg,eda,pzt
2632,433,507,582,593
2633,429,506,580,591
2634,423,508,579,579
2635,417,508,578,556
2636,411,508,579,527
2637,404,508,578,491
2638,399,510,579,454
2639,393,508,580,418
2640,386,508,582,381
2641,380,510,583,346
2642,376,508,584,315
2643,372,510,585,290
2644,369,506,588,270
2645,367,512,588,255
2646,363,505,590,244
2647,359,509,591,236
2648,356,508,592,231
2649,351,510,592,229
2650,345,508,593,229
2651,340,510,594,234
2652,334,509,594,249
2653,327,509,593,282
2654,322,508,593,338
2655,316,511,591,428
2656,312,509,588,548
2657,308,508,583,698
2658,305,509,577,869
2659,303,508,571,977
2660,302,505,568,977
2661,300,508,565,977
2662,299,507,565,977
2663,298,510,565,977
2664,297,509,566,977
2665,298,508,566,977
2666,299,510,567,977
2667,301,510,568,977
2668,304,504,569,977
2669,306,513,569,977
2670,309,508,570,977
2671,312,510,571,977
2672,316,508,572,977
2673,320,508,572,977
2674,323,510,572,977
2675,326,510,572,977
2676,328,510,573,977
2677,330,508,573,977
2678,331,508,574,913
2679,332,509,575,720
2680,332,513,576,546
2681,333,509,576,403
2682,333,508,579,296
2683,334,508,581,226
2684,335,508,584,192
2685,336,508,586,189
2686,337,508,588,212
2687,339,508,589,254
2688,340,507,590,304
2689,342,510,589,359
2690,343,506,588,412
2691,344,508,586,458
2692,345,509,584,494
2693,346,508,582,519
2694,347,505,581,532
2695,348,510,579,535
2696,350,510,579,526
2697,352,508,578,508
2698,352,506,578,486
2699,352,505,578,457
2700,351,511,579,425
2701,351,508,579,393
2702,351,508,580,360
2703,352,510,581,330
2704,352,509,583,303
2705,350,509,583,280
2706,349,508,585,263
2707,348,510,586,248
2708,349,508,587,238
2709,350,509,588,233
2710,350,511,589,231
2711,350,510,589,231
2712,349,508,591,233
2713,348,508,590,238
2714,345,508,591,243
2715,343,510,591,250
2716,339,508,591,265
2717,336,511,590,296
2718,333,508,589,349
2719,330,508,587,431
2720,327,509,585,548
2721,326,509,579,697
2722,325,508,574,871
2723,325,510,567,977
2724,326,507,564,977
2725,326,505,563,977
2726,326,508,562,977
2727,327,508,562,977
2728,328,505,563,977
2729,331,509,563,977
2730,335,508,564,977
2731,339,510,565,977
2732,345,508,566,977
2733,349,511,566,977
2734,353,507,567,977
2735,358,509,568,977
2736,362,506,568,977
2737,367,508,568,977
2738,371,509,569,977
2739,374,507,569,977
2740,376,505,571,977
2741,379,505,570,977
2742,380,508,571,977
2743,382,509,571,886
2744,383,508,572,699
2745,385,508,572,534
2746,386,506,574,400
2747,388,508,575,304
2748,389,505,577,244
2749,391,508,580,216
2750,392,507,582,216
2751,393,509,583,238
2752,395,508,584,276
2753,396,511,584,322
2754,397,509,584,369
2755,399,509,583,415
2756,399,506,582,453
2757,401,509,580,481
2758,402,509,579,497
2759,403,509,577,504
2760,404,507,576,498
2761,406,510,575,483
2762,408,504,576,462
2763,410,508,575,433
2764,413,509,576,402
2765,415,510,577,371
2766,417,508,578,339
2767,418,509,579,309
2768,419,507,580,283
2769,421,509,581,260
2770,423,506,583,241
2771,425,514,583,226
2772,425,508,585,215
2773,427,510,586,209
2774,428,508,587,205
2775,431,510,587,207
2776,433,508,588,211
2777,435,509,588,218
2778,438,510,589,226
2779,439,509,588,235
2780,440,507,588,243
2781,440,507,588,251
2782,440,510,588,259
2783,440,511,587,272
2784,439,508,587,298
2785,440,509,585,342
2786,440,510,584,415
2787,440,511,580,520
2788,442,511,577,658
2789,445,511,571,822
2790,447,508,564,977
2791,451,506,559,977
2792,454,507,558,977
2793,458,509,557,977
2794,462,506,557,977
2795,465,505,557,977
2796,470,508,558,977
2797,474,508,559,977
2798,480,508,560,977
2799,485,506,560,977
2800,491,507,561,977
2801,496,507,562,977
2802,501,510,563,977
2803,507,511,563,977
2804,512,510,564,977
2805,518,508,564,977
2806,522,509,565,977
2807,527,510,566,977
2808,530,508,566,977
2809,533,509,566,947
2810,535,509,568,745
2811,536,510,568,558
2812,537,509,569,398
2813,537,511,571,274
2814,536,508,575,186
2815,534,511,578,136
2816,532,506,582,120
2817,530,511,583,133
2818,529,510,586,167
2819,527,510,586,215
2820,527,509,586,271
2821,527,510,585,329
2822,526,509,583,383
2823,526,510,581,429
2824,526,510,579,464
2825,526,510,577,489
2826,526,508,575,499
2827,526,510,574,498
2828,526,508,573,487
2829,526,511,572,466
2830,527,508,572,439
2831,527,510,572,408
2832,527,508,573,374
2833,528,508,574,340
2834,529,506,575,308
2835,529,510,576,278
2836,528,508,578,252
2837,527,510,579,230
2838,526,508,581,212
2839,525,507,582,200
2840,526,506,583,192
2841,527,508,584,189
2842,527,508,585,189
2843,528,508,585,193
2844,529,508,586,199
2845,529,510,586,207
2846,530,507,586,219
2847,531,511,585,231
2848,530,507,585,243
2849,528,511,585,255
2850,526,507,584,264
2851,524,508,583,272
2852,521,504,583,278
2853,518,511,583,285
2854,514,504,582,297
2855,511,509,582,323
2856,508,510,580,370
2857,508,509,579,445
2858,507,513,576,550
2859,506,511,571,684
2860,506,504,565,841
2861,506,510,558,977
2862,506,505,553,977
2863,506,507,551,977
2864,506,507,550,977
2865,507,508,550,977
2866,507,506,551,977
2867,507,505,551,977
2868,508,507,553,977
2869,510,507,554,977
2870,511,509,555,977
2871,513,510,556,977
2872,515,508,557,977
2873,517,511,558,977
2874,519,505,559,977
2875,522,509,560,977
2876,525,506,561,977
2877,527,508,561,977
2878,528,507,562,977
2879,529,508,563,820
2880,530,508,564,619
2881,531,510,565,440
2882,531,506,568,291
2883,530,507,571,178
2884,529,507,575,106
2885,529,509,579,71
2886,528,508,583,71
2887,528,508,585,99
2888,528,510,587,147
2889,528,508,587,210
2890,529,506,586,279
2891,529,510,584,348
2892,530,508,582,410
2893,531,510,579,462
2894,531,509,577,502
2895,532,511,574,528
2896,533,508,572,539
2897,533,508,570,536
2898,533,509,569,521
2899,533,509,568,497
2900,533,509,568,467
2901,534,510,568,432
2902,535,507,569,394
2903,534,511,571,356
2904,532,508,572,320
2905,529,509,573,288
2906,527,509,575,259
2907,526,505,576,234
2908,525,509,578,214
2909,526,512,579,199
2910,526,506,581,188
2911,526,508,582,183
2912,527,508,583,184
2913,527,510,583,187
2914,527,509,584,196
2915,527,510,584,207
2916,525,503,584,218
2917,523,510,584,227
2918,519,507,584,238
2919,515,508,583,246
2920,510,507,583,253
2921,505,511,583,260
2922,500,508,582,270
2923,496,511,582,288
2924,492,507,581,322
2925,489,508,579,380
2926,486,508,577,464
2927,484,508,574,577
2928,482,507,569,717
2929,480,509,563,875
2930,479,510,556,977
2931,479,504,551,977
2932,479,508,549,977
2933,479,511,548,977
2934,480,508,548,977
2935,481,510,548,977
2936,483,506,549,977
2937,485,508,550,977
2938,487,508,551,977
2939,491,510,552,977
2940,494,506,554,977
2941,497,506,555,977
2942,500,507,556,977
2943,504,508,557,977
2944,508,505,558,977
2945,511,510,558,977
2946,514,505,559,977
2947,515,508,560,772
2948,516,508,562,572
2949,517,513,563,392
2950,516,507,566,243
2951,516,510,570,130
2952,515,505,575,57
2953,513,507,580,22
2954,511,512,584,20
2955,510,507,587,49
2956,508,507,588,102
2957,507,510,589,168
2958,505,507,588,243
2959,503,511,586,318
2960,501,510,583,387
2961,499,509,580,446
2962,497,508,577,493
2963,495,509,574,525
2964,493,507,572,542
2965,491,510,569,545
2966,489,508,568,536
2967,487,511,567,515
2968,485,508,566,485
2969,483,510,567,449
2970,481,508,567,411
2971,479,508,568,374
2972,477,508,569,336
2973,476,510,571,301
2974,475,507,573,269
2975,473,507,575,241
2976,469,510,576,219
2977,464,508,578,201
2978,460,509,579,189
2979,455,514,581,183
2980,452,505,582,181
2981,448,508,583,183
2982,444,508,583,187
2983,439,509,583,193
2984,435,508,583,203
2985,433,509,583,214
2986,430,509,583,226
2987,428,512,583,239
2988,424,507,582,252
2989,420,509,582,265
2990,415,505,581,275
2991,409,510,580,283
2992,403,508,580,287
2993,397,509,579,294
2994,389,509,579,308
2995,382,511,578,340
2996,375,509,576,399
2997,369,511,575,494
2998,364,507,571,625
2999,359,511,565,788
3000,356,511,558,971
3001,353,511,551,977
3002,351,508,547,977
3003,349,507,545,977
3004,347,505,544,977
3005,344,507,544,977
3006,343,509,545,977
3007,341,508,546,977
3008,340,508,547,977
3009,340,510,548,977
3010,341,509,549,977
3011,342,508,551,977
3012,343,506,552,977
3013,345,510,553,977
3014,347,508,554,977
3015,349,509,555,977
3016,352,509,556,977
3017,354,508,557,977
3018,356,506,558,977
3019,357,510,559,977
3020,358,509,559,977
3021,359,511,560,845
3022,359,506,561,641
3023,359,508,563,464
3024,359,507,564,323
3025,359,507,568,223
3026,359,503,571,163
3027,359,510,575,139
3028,360,506,578,145
3029,361,511,580,175
3030,361,506,581,222
3031,362,511,581,277
3032,362,510,580,333
3033,363,511,579,384
3034,363,510,578,428
3035,363,508,576,461
3036,363,509,574,480
3037,363,507,573,487
3038,363,505,572,481
3039,364,510,571,467
3040,365,510,571,441
3041,366,509,572,410
3042,368,509,572,376
3043,369,508,573,339
3044,370,507,575,304
3045,371,508,576,269
3046,372,506,579,237
3047,374,508,581,210
3048,375,510,583,188
3049,376,507,585,172
3050,377,508,587,159
3051,378,510,588,152
3052,377,509,590,151
3053,377,512,591,152
3054,375,506,592,159
3055,375,510,592,167
3056,376,508,593,177
3057,377,510,593,191
3058,376,508,593,205
3059,376,508,593,219
3060,375,508,593,233
3061,375,511,593,247
3062,375,506,592,260
3063,375,511,592,272
3064,374,507,592,284
3065,372,509,592,293
3066,369,508,591,300
3067,367,508,591,305
3068,364,507,591,308
3069,361,508,591,313
3070,358,509,591,328
3071,354,510,591,366
3072,351,509,590,432
3073,348,509,588,536
3074,345,511,584,676
3075,344,511,579,849
3076,343,507,572,977
3077,342,510,566,977
3078,342,507,563,977
3079,342,509,563,977
3080,343,507,563,977
3081,343,507,564,977
3082,343,507,565,977
3083,344,508,567,977
3084,345,507,569,978
3085,348,508,571,977
3086,351,507,573,977
3087,354,509,575,977
3088,358,509,576,977
3089,362,510,578,977
3090,366,510,580,977
3091,370,510,582,977
3092,374,509,583,977
3093,377,510,585,977
3094,380,507,586,977
3095,383,508,588,977
3096,384,508,589,977
3097,386,509,591,828
3098,387,508,592,622
3099,388,509,594,443
3100,389,510,596,301
3101,390,509,601,199
3102,390,507,606,138
3103,391,511,611,115
3104,391,505,614,122
3105,391,509,617,152
3106,392,510,619,199
3107,393,508,620,256
3108,393,508,619,315
3109,394,512,619,370
3110,394,510,617,418
3111,394,509,615,454
3112,394,508,614,477
3113,394,510,612,486
3114,395,508,611,481
3115,395,510,611,467
3116,396,508,611,442
3117,397,510,611,410
3118,397,508,612,374
3119,398,511,614,336
3120,399,502,616,299
3121,400,511,618,262
3122,401,507,620,228
3123,402,509,623,199
3124,403,507,625,175
3125,404,511,627,158
3126,406,508,629,144
3127,407,510,631,136
3128,408,509,632,132
3129,407,507,634,133
3130,406,508,635,138
3131,405,510,636,147
3132,404,510,636,159
3133,405,512,636,172
3134,406,509,636,184
3135,405,509,636,196
3136,404,506,636,208
3137,404,513,635,220
3138,405,505,635,233
3139,407,510,635,245
3140,408,507,634,257
3141,410,509,633,268
3142,411,508,633,278
3143,412,510,632,287
3144,413,508,632,294
3145,414,510,632,299
3146,415,510,631,303
3147,416,509,631,310
3148,417,508,631,331
3149,417,508,630,372
3150,418,511,628,444
3151,419,509,626,551
3152,421,508,621,694
3153,424,511,615,864
3154,428,509,607,977
3155,431,508,600,977
3156,434,507,596,977
3157,438,510,594,977
3158,441,510,593,977
3159,445,510,594,977
3160,448,511,595,977
3161,452,508,597,977
3162,457,506,599,977
3163,462,509,600,977
3164,466,507,602,977
3165,471,509,604,977
3166,476,504,605,977
3167,481,507,607,977
3168,486,507,608,977
3169,491,508,610,977
3170,495,507,611,977
3171,499,512,612,977
3172,502,509,613,977
3173,504,508,615,863
3174,507,506,616,644
3175,510,510,618,444
3176,512,510,621,279
3177,515,510,626,150
3178,518,506,631,63
3179,521,510,636,15
3180,525,507,641,4
3181,529,511,645,24
3182,534,508,647,70
3183,539,510,648,131
3184,544,508,647,201
3185,551,509,646,276
3186,557,507,644,345
3187,564,507,642,406
3188,572,506,638,456
3189,580,511,636,492
3190,588,507,633,512
3191,595,509,631,516
3192,603,505,628,509
3193,611,511,627,490
3194,619,508,627,462
3195,627,508,627,427
3196,634,508,627,388
3197,641,510,629,348
3198,648,505,630,309
3199,654,511,632,271
3200,659,510,633,235
3201,664,511,635,206
3202,668,505,637,180
3203,671,510,639,159
3204,675,507,640,143
3205,680,509,642,133
3206,683,507,643,128
3207,684,511,644,128
3208,685,505,644,131
3209,686,510,645,137
3210,687,508,645,145
3211,688,509,646,157
3212,689,510,645,171
3213,691,513,645,185
3214,691,508,644,199
3215,691,511,644,214
3216,690,508,643,227
3217,689,507,643,240
3218,688,508,641,253
3219,687,507,641,265
3220,683,505,639,276
3221,679,510,639,283
3222,675,510,638,287
3223,670,508,638,289
3224,664,504,636,289
3225,659,510,637,289
3226,654,507,636,295
3227,650,511,636,314
3228,647,510,634,354
3229,643,509,633,422
3230,640,510,630,522
3231,637,511,626,655
3232,634,507,620,810
3233,632,511,612,973
3234,630,509,605,977
3235,627,507,600,977
3236,625,506,596,977
3237,624,506,595,977
3238,622,507,595,977
3239,620,509,595,977
3240,620,510,596,977
3241,621,509,597,977
3242,621,508,599,977
3243,622,510,600,977
3244,624,508,601,977
3245,625,510,603,977
3246,626,509,604,977
3247,627,511,606,977
3248,627,510,607,977
3249,628,509,608,977
3250,627,511,609,977
3251,627,507,611,785
3252,626,508,613,577
3253,625,509,615,391
3254,624,507,619,233
3255,622,509,625,112
3256,620,507,631,28
3257,619,509,636,0
3258,617,510,641,0
3259,615,510,645,0
3260,614,508,647,38
3261,612,510,648,103
3262,611,510,647,178
3263,611,509,646,260
3264,610,510,643,339
3265,609,506,640,410
3266,609,510,636,470
3267,608,509,633,516
3268,608,507,629,545
3269,607,509,626,561
3270,606,509,623,560
3271,604,510,622,548
3272,603,507,620,524
3273,602,509,620,491
3274,601,509,620,453
3275,601,509,621,412
3276,600,508,622,370
3277,597,509,624,331
3278,594,509,625,295
3279,591,506,627,261
3280,589,507,629,235
3281,588,508,631,213
3282,587,508,632,195
3283,587,510,633,181
3284,586,509,635,173
3285,585,510,636,170
3286,584,511,636,170
3287,584,511,637,173
3288,583,507,637,178
3289,582,507,638,185
3290,579,509,637,194
3291,575,509,638,203
3292,571,507,636,211
3293,567,510,636,219
3294,561,509,636,227
3295,556,512,636,235
3296,550,506,635,247
3297,545,508,634,269
3298,540,510,632,309
3299,536,511,631,374
3300,531,510,628,468
3301,528,509,625,593
3302,524,508,619,740
3303,520,511,611,902
3304,517,508,603,977
3305,513,508,597,977
3306,510,506,593,977
3307,507,508,591,977
3308,503,509,591,977
3309,500,507,591,977
3310,498,506,591,977
3311,496,510,592,977
3312,495,507,593,977
3313,494,510,595,977
3314,494,505,596,977
3315,494,509,598,977
3316,494,511,599,977
3317,495,506,601,977
3318,495,511,601,977
3319,495,509,603,977
3320,494,507,604,914
3321,493,508,606,709
3322,491,507,608,513
3323,488,508,611,338
3324,486,509,615,191
3325,482,508,621,81
3326,479,512,627,8
3327,476,508,633,0
3328,473,507,636,0
3329,471,508,640,0
3330,468,510,642,39
3331,465,508,643,104
3332,463,509,642,181
3333,461,509,641,261
3334,459,508,638,339
3335,457,511,635,410
3336,455,510,631,470
3337,454,508,628,516
3338,451,506,624,548
3339,449,509,621,563
3340,447,510,617,567
3341,444,509,616,555
3342,442,508,615,534
3343,440,506,614,507
3344,438,509,614,473
3345,435,507,615,436
3346,431,510,615,398
3347,426,510,617,362
3348,422,507,619,329
3349,418,511,620,298
3350,414,509,622,272
3351,409,507,624,250
3352,403,508,625,230
3353,399,509,627,216
3354,396,509,627,208
3355,393,509,629,204
3356,391,508,630,203
3357,389,508,631,204
3358,386,508,631,208
3359,382,507,632,212
3360,377,510,631,217
3361,374,507,632,221
3362,368,508,631,226
3363,362,508,631,233
3364,355,508,630,248
3365,349,507,630,280
3366,343,505,628,338
3367,335,506,627,429
3368,328,508,623,556
3369,320,516,618,714
3370,312,509,610,897
3371,303,512,602,977
3372,294,495,595,977
3373,287,500,592,977
3374,278,542,590,977
3375,268,496,590,977
3376,255,492,589,977
3377,241,510,590,977
3378,227,510,591,977
3379,212,504,592,977
3380,198,510,593,977
3381,186,505,595,977
3382,174,505,596,977
3383,163,505,598,977
3384,154,503,599,977
3385,146,508,600,977
3386,138,508,601,977
3387,132,506,602,977
3388,126,509,603,977
3389,122,505,604,977
3390,117,491,604,977
3391,115,537,605,881
3392,114,504,606,679
3393,116,507,608,499
3394,120,508,609,353
3395,126,505,613,244
3396,133,507,617,174
3397,142,507,622,139
3398,152,510,624,137
3399,162,505,627,160
3400,173,508,628,202
3401,184,507,630,255
3402,194,508,628,314
3403,204,508,627,372
3404,215,507,625,423
3405,226,504,623,466
3406,237,506,620,497
3407,247,508,619,518
3408,257,509,616,525
3409,267,508,615,522
3410,276,508,614,508
3411,285,510,614,485
3412,293,510,613,457
3413,300,507,614,426
3414,306,508,615,392
3415,312,508,616,359
3416,318,507,616,329
3417,324,507,618,301
3418,331,510,619,277
3419,337,508,621,257
3420,342,508,622,241
3421,348,510,624,230
3422,353,506,624,223
3423,358,509,625,221
3424,363,508,626,220
3425,368,509,627,224
3426,372,509,627,227
3427,376,508,627,232
3428,379,509,627,241
3429,383,513,627,249
3430,385,507,627,258
3431,387,512,627,267
3432,389,508,626,280
3433,391,508,625,304
3434,392,509,624,346
3435,392,508,623,414
3436,393,511,619,514
3437,394,508,616,648
3438,395,511,609,811
3439,395,511,602,977
3440,396,506,596,977
3441,398,509,593,977
3442,399,506,591,977
3443,401,507,591,977
3444,403,505,591,977
3445,406,510,592,977
3446,408,507,593,977
3447,410,508,594,977
3448,414,511,595,977
3449,417,507,596,977
3450,420,509,597,977
3451,423,507,599,977
3452,426,507,599,977
3453,429,521,600,977
3454,432,508,600,977
3455,433,508,602,977
3456,435,514,602,977
3457,436,510,603,977
3458,437,510,603,977
3459,438,508,604,934
3460,439,510,604,717
3461,439,508,607,519
3462,439,508,608,357
3463,439,507,611,232
3464,438,504,615,149
3465,438,510,620,106
3466,437,509,623,99
3467,436,511,626,123
3468,435,512,627,170
3469,435,510,628,230
3470,435,508,627,297
3471,435,506,626,365
3472,434,504,624,427
3473,434,510,622,480
3474,433,511,618,522
3475,433,510,616,550
3476,432,509,613,566
3477,432,507,612,568
3478,431,503,610,556
3479,430,505,610,536
3480,430,508,609,505
3481,429,505,610,470
3482,426,509,610,430
3483,424,508,611,391
3484,422,506,612,352
3485,422,504,615,316
3486,421,512,615,285
3487,420,506,618,259
3488,419,510,619,238
3489,417,506,621,223
3490,417,510,622,214
3491,417,508,624,209
3492,417,511,624,209
3493,417,508,625,212
3494,416,507,625,218
3495,415,507,626,224
3496,413,510,626,228
3497,412,506,627,234
3498,410,504,626,237
3499,407,506,627,243
3500,405,512,626,255
3501,403,509,627,284
3502,401,508,625,336
3503,400,508,624,421
3504,399,510,620,540
3505,400,508,615,694
3506,400,512,608,871
3507,401,524,601,977
3508,403,508,596,977
3509,404,510,594,977
3510,405,507,593,977
3511,406,507,593,977
3512,407,508,594,977
3513,408,508,595,977
3514,410,510,596,977
3515,412,511,598,977
3516,415,506,599,977
3517,418,505,601,977
3518,420,507,601,977
3519,423,508,603,977
3520,425,510,604,977
3521,428,510,606,977
3522,430,510,606,977
3523,431,509,608,977
3524,432,508,608,977
3525,432,510,609,977
3526,432,510,610,977
3527,432,510,611,811
3528,432,509,612,624
3529,433,507,615,465
3530,432,510,616,343
3531,432,503,620,261
3532,432,508,623,221
3533,432,507,627,217
3534,432,510,629,241
3535,432,505,631,289
3536,432,511,631,351
3537,434,507,632,419
3538,434,510,630,489
3539,435,508,628,557
3540,435,510,626,614
3541,436,508,625,659
3542,437,508,623,691
3543,437,507,623,709
3544,438,510,623,713
3545,438,508,624,703
3546,439,510,624,682
3547,440,505,626,651
3548,440,509,627,615
3549,441,511,628,575
3550,442,508,629,534
3551,442,508,631,496
3552,441,511,632,460
3553,440,504,634,429
3554,440,508,635,397
3555,440,502,638,366
3556,441,510,639,332
3557,441,508,641,294
3558,440,507,643,266
3559,440,507,645,255
3560,440,509,646,268
3561,441,507,647,305
3562,441,511,646,363
3563,441,508,646,434
3564,440,510,644,508
3565,439,508,643,579
3566,436,510,642,636
3567,433,510,642,673
3568,430,507,641,696
3569,425,508,641,703
3570,420,508,641,706
3571,416,507,643,719
3572,412,519,643,754
3573,410,504,644,824
3574,408,508,644,934
3575,408,502,645,977
3576,407,508,646,977
3577,406,511,647,977
3578,404,510,647,978
3579,403,508,648,978
3580,401,510,649,978
3581,401,508,650,978
3582,400,507,651,978
3583,400,514,652,978
3584,401,505,652,978
3585,402,502,653,978
3586,403,508,653,978
3587,403,508,654,978
3588,405,508,654,978
3589,406,509,656,978
3590,407,508,656,978
3591,408,509,657,978
3592,409,511,657,978
3593,410,504,658,978
3594,409,502,658,978
3595,408,512,658,978
3596,406,509,658,978
3597,405,504,659,978
3598,404,510,659,977
3599,403,508,660,977
3600,403,511,660,977
3601,403,507,660,978
3602,403,508,660,972
3603,403,510,662,854
3604,404,513,662,764
3605,404,509,663,693
3606,404,508,663,635
3607,404,507,664,578
3608,404,510,664,521
3609,404,507,665,462
3610,405,508,665,395
3611,406,505,667,326
3612,407,507,667,258
3613,408,510,669,196
3614,410,508,670,146
3615,412,509,672,111
3616,413,510,673,89
3617,414,505,675,79
3618,415,511,676,78
3619,417,516,678,81
3620,419,511,679,90
3621,422,510,680,100
3622,424,509,680,113
3623,425,510,681,126
3624,425,513,681,137
3625,424,508,682,151
3626,423,509,682,164
3627,423,510,682,179
3628,423,510,682,194
3629,422,507,682,211
3630,419,508,681,230
3631,417,509,681,253
3632,415,510,681,278
3633,414,507,680,304
3634,412,507,679,327
3635,411,504,679,351
3636,408,508,679,375
3637,406,507,678,400
3638,404,511,677,422
3639,402,504,677,439
3640,400,509,676,451
3641,398,506,675,456
3642,394,508,675,464
3643,392,509,675,487
3644,390,505,674,534
3645,388,504,673,614
3646,388,513,671,729
3647,388,504,668,875
3648,387,511,665,977
3649,388,507,664,978
3650,388,511,663,978
3651,388,508,664,978
3652,387,511,664,978
3653,387,509,665,978
3654,387,508,665,978
3655,387,507,667,978
3656,388,508,668,978
3657,390,505,669,978
3658,391,510,670,978
3659,393,507,671,978
3660,394,511,671,978
3661,396,509,672,978
3662,397,510,672,977
3663,399,505,673,977
3664,401,508,673,977
3665,403,507,674,876
3666,403,510,674,667
3667,403,508,675,476
3668,403,510,676,315
3669,403,506,678,191
3670,403,510,680,105
3671,403,509,683,59
3672,403,511,685,52
3673,403,511,687,79
3674,403,510,688,129
3675,404,506,688,196
3676,404,504,688,272
3677,405,508,687,350
3678,406,511,686,426
3679,406,508,684,493
3680,407,511,682,549
3681,408,506,681,590
3682,408,510,679,617
3683,408,510,678,629
3684,408,510,676,628
3685,409,510,675,613
3686,409,508,675,588
3687,410,510,675,558
3688,411,511,675,526
3689,411,508,676,496
3690,411,513,676,471
3691,412,508,676,448
3692,413,511,677,428
3693,413,506,678,409
3694,412,517,678,388
3695,409,508,679,363
3696,408,510,679,332
3697,407,505,679,299
3698,407,510,680,265
3699,408,505,681,231
3700,408,510,681,197
3701,408,506,683,165
3702,409,507,683,139
3703,410,506,684,122
3704,411,510,685,115
3705,413,505,686,115
3706,413,512,686,125
3707,413,508,687,140
3708,413,511,687,159
3709,414,508,687,180
3710,414,509,687,200
3711,412,510,686,223
3712,411,508,685,249
3713,410,511,685,287
3714,408,508,684,342
3715,408,506,682,425
3716,408,511,680,539
3717,407,506,677,684
3718,407,511,673,850
3719,408,508,668,977
3720,408,508,665,978
3721,408,505,664,977
3722,409,507,663,978
3723,410,508,664,978
3724,412,509,664,978
3725,414,504,664,978
3726,416,511,664,978
3727,420,509,665,978
3728,424,511,665,978
3729,430,507,666,978
3730,434,509,666,978
3731,440,509,667,978
3732,446,512,667,978
3733,451,507,667,978
3734,456,510,668,977
3735,460,511,668,977
3736,464,509,668,817
3737,468,508,669,606
3738,471,510,669,411
3739,474,507,671,243
3740,476,510,673,111
3741,479,510,676,19
3742,480,508,679,0
3743,482,505,681,0
3744,484,509,683,0
3745,486,508,685,2
3746,488,512,685,79
3747,489,509,685,162
3748,491,510,684,253
3749,492,507,682,342
3750,492,510,680,424
3751,492,509,678,495
3752,491,512,675,551
3753,489,511,672,588
3754,484,512,670,608
3755,479,510,668,611
3756,472,509,667,599
3757,464,509,666,573
3758,455,512,665,537
3759,448,507,665,494
3760,440,512,666,448
3761,433,508,666,401
3762,425,508,667,357
3763,417,508,668,315
3764,410,507,669,279
3765,404,509,670,249
3766,399,511,671,225
3767,395,506,672,210
3768,390,509,672,200
3769,385,508,673,196
3770,380,510,673,198
3771,376,503,673,204
3772,373,512,673,213
3773,370,509,673,224
3774,366,510,673,234
3775,363,509,673,245
3776,359,510,672,255
3777,357,513,672,262
3778,354,505,672,268
3779,352,510,671,275
3780,349,511,671,288
3781,346,511,670,311
3782,344,509,670,353
3783,342,508,669,424
3784,342,508,667,531
3785,341,510,664,670
3786,341,512,660,832
3787,342,508,655,977
3788,342,509,652,977
3789,342,508,651,977
3790,343,510,651,978
3791,344,505,650,978
3792,345,509,651,978
3793,347,510,651,978
3794,349,510,652,978
3795,351,511,652,978
3796,352,511,653,978
3797,354,509,653,978
3798,355,509,654,978
3799,356,508,654,978
3800,357,508,655,977
3801,358,509,655,977
3802,359,512,655,977
3803,360,508,655,977
3804,361,513,656,774
3805,363,508,656,571
3806,364,506,657,388
3807,365,505,659,234
3808,366,511,662,114
3809,367,508,665,31
3810,368,511,668,0
3811,368,510,670,0
3812,369,509,672,0
3813,370,507,673,37
3814,371,508,674,100
3815,372,510,673,176
3816,374,509,672,260
3817,376,508,671,343
3818,376,510,668,418
3819,377,510,666,483
3820,378,512,664,532
3821,380,507,662,566
3822,380,511,660,581
3823,381,508,658,582
3824,383,511,657,568
3825,384,506,656,543
3826,385,510,655,510
3827,387,508,655,470
3828,390,508,656,428
3829,392,510,656,385
3830,396,510,657,345
3831,399,506,658,309
3832,400,511,659,278
3833,403,510,660,251
3834,406,512,660,231
3835,410,510,662,217
3836,415,509,662,207
3837,419,505,663,203
3838,422,511,663,203
3839,427,509,663,208
3840,431,507,663,215
3841,437,510,663,223
3842,441,508,663,232
3843,446,509,663,243
3844,451,511,663,255
3845,455,511,662,265
3846,459,510,662,276
3847,464,509,661,286
3848,468,509,661,296
3849,472,502,660,311
3850,476,513,659,335
3851,480,505,659,377
3852,484,509,658,447
3853,489,508,656,549
3854,493,511,654,684
3855,498,510,650,843
3856,503,511,646,977
3857,508,507,642,977
3858,512,509,640,977
3859,516,505,639,978
3860,519,512,639,978
3861,523,508,639,978
3862,525,511,640,978
3863,527,506,641,978
3864,530,509,642,978
3865,532,507,643,978
3866,535,512,644,978
3867,536,508,644,978
3868,537,510,645,978
3869,538,507,646,978
3870,539,511,646,977
3871,540,507,647,977
3872,540,509,647,977
3873,541,506,647,908
3874,541,514,648,703
3875,540,508,649,507
3876,539,506,650,336
3877,538,507,652,196
3878,537,511,655,91
3879,535,509,657,25
3880,534,512,660,0
3881,533,509,662,0
3882,532,507,664,24
3883,532,507,665,77
3884,532,511,665,143
3885,533,508,665,219
3886,534,504,664,297
3887,536,507,662,370
3888,537,511,660,435
3889,539,507,659,488
3890,540,507,657,526
3891,542,508,655,548
3892,543,511,654,556
3893,545,506,652,549
3894,547,507,651,530
3895,550,509,651,502
3896,552,508,651,468
3897,555,507,651,427
3898,557,509,651,389
3899,560,506,652,351
3900,562,510,653,317
3901,564,505,653,286
3902,567,507,654,259
